Domain,Company,Employees,Industry Groups,City,State,Country,ContaGen Contacts,Build Date,Run ID
pollsapi.com,,,,,,,0,2026-08-11,3415
runcloud.io,,,,,,,0,2026-08-11,3415
d1v.ai,,,,,,,0,2026-08-11,3415
digitalbuilders.io,,,,,,,0,2026-08-11,3415
onestack.cloud,,,,,,,0,2026-08-11,3415
lifetimesoft.com,,,,,,,0,2026-08-11,3415
thepocketboss.com,,,,,,,0,2026-08-11,3415
talentappstore.com,,,,,,,0,2026-08-11,3415
kickplan.com,Kickplan,1-10,"SAAS:0.9, SOFTWARE:0.62",,CA,US,2,2026-08-11,3415
clackyai.com,,,,,,,0,2026-08-11,3415
filltherole.com,,,,,,,0,2026-08-11,3415
paype.co.in,PayPe Technologies,11-50,"FINANCIAL_SERVICES:0.79, SAAS:0.99",Coimbatore H.O,TN,IN,3,2026-08-11,3415
workhex.com,,,,,,,0,2026-08-11,3415
cloudprinttech.com,,,,,,,0,2026-08-11,3415
amplify.one,Amplify,11-50,SAAS:0.95,Amsterdam,NH,NL,2,2026-08-11,3415
paradisegaming.com,,,,,,,0,2026-08-11,3415
cloudsite.builders,,,,,,,0,2026-08-11,3415
attestr.com,Attestr,1-10,"FINANCIAL_SERVICES:0.92, SAAS:0.99",Cyberabad,TS,IN,1,2026-08-11,3415
geniuspro.io,,,,,,,0,2026-08-11,3415
devsec-champions.com,,,,,,,0,2026-08-11,3415
pro4all.com,,,,,,,0,2026-08-11,3415
gajetdaisuke.com,,,,,,,0,2026-08-11,3415
equitymatch.co,EquityMatch,11-50,SAAS:0.94,London,ENG,GB,1,2026-08-11,3415
suitabilityhub.com,,,,,,,0,2026-08-11,3415
boltstack.com,,,,,,,0,2026-08-11,3415
twidget.io,,,,,,,0,2026-08-11,3415
shoyo.work,,,,,,,0,2026-08-11,3415
formsite.com,,,,,,,0,2026-08-11,3415
cloudeefy.io,,,,,,,0,2026-08-11,3415
truebrain.ai,,,,,,,0,2026-08-11,3415
solve360.com,,,,,,,0,2026-08-11,3415
firstblox.com,,,,,,,0,2026-08-11,3415
controlata.com,,,,,,,0,2026-08-11,3415
corma.io,Corma,11-50,"CYBERSECURITY:0.92, SAAS:0.99",Paris,IDF,FR,3,2026-08-11,3415
propertykit.app,,,,,,,0,2026-08-11,3415
lislia.com,,,,,,,0,2026-08-11,3415
codepal.ai,,,,,,,0,2026-08-11,3415
uelzpay.com,,,,,,,0,2026-08-11,3415
orgzit.com,Orgzit,11-50,SAAS:0.99,Surajkund Faridabad,HR,IN,3,2026-08-11,3415
buildsuite.io,BuildSuite,1-10,"CONSTRUCTION:0.98, SAAS:0.94",Kozhikode,KL,IN,3,2026-08-11,3415
synthetiq.com,,,,,,,0,2026-08-11,3415
backboard.io,,,,,,,0,2026-08-11,3415
sellpass.co,,,,,,,0,2026-08-11,3415
saasframe.io,,,,,,,0,2026-08-11,3415
creditbook.pk,CreditBook,11-50,"FINANCIAL_SERVICES:0.98, SAAS:0.85",Karachi,ENG,PK,1,2026-08-11,3415
everypagehq.com,,,,,,,0,2026-08-11,3415
1morecall.com,,,,,,,0,2026-08-11,3415
spindl.dev,,,,,,,0,2026-08-11,3415
cmpsr.io,,,,,,,0,2026-08-11,3415
productlift.dev,,,,,,,0,2026-08-11,3415
hall-up.com,Hall up,1-10,"ENTERTAINMENT:0.55, SAAS:0.99",Never,AN,FR,2,2026-08-11,3415
kinde.com,Kinde,11-50,"CYBERSECURITY:0.66, SAAS:0.98",Sydney,NSW,AU,2,2026-08-11,3415
p2automate.com,,,,,,,0,2026-08-11,3415
company.page,,,,,,,0,2026-08-11,3415
uncovered.so,,,,,,,0,2026-08-11,3415
startium.com,,,,,,,0,2026-08-11,3415
continuity1.com,Continuity1,1-10,"HUMAN_RESOURCES:0.99, SAAS:0.93",Yerwada T.S.,CA,IN,1,2026-08-11,3415
qontext.ai,,,,,,,0,2026-08-11,3415
timefold.ai,Timefold,11-50,"SAAS:0.97, SUPPLY_CHAIN_AND_PROCUREMENT:0.79",Ghent,L,BE,3,2026-08-11,3415
devopsark.ai,,,,,,,0,2026-08-11,3415
yagan.cloud,,,,,,,0,2026-08-11,3415
attentions.ai,Attentions AI,11-50,"HEALTHCARE:0.62, SAAS:0.71, SOFTWARE:0.72",Dubai,MH,AE,2,2026-08-11,3415
vidguide.com,,,,,,,0,2026-08-11,3415
thingscloud.it,,,,,,,0,2026-08-11,3415
agentcommons.io,,,,,,,0,2026-08-11,3415
agiletelecom.com,Agile Telecom S.p.A.,11-50,"SAAS:0.91, TELECOMMUNICATIONS:0.86",Carpi,05,IT,2,2026-08-11,3415
desktend.com,,,,,,,0,2026-08-11,3415
safetychampion.com.au,Safety Champion Software,11-50,SAAS:0.99,Cremorne,VIC,AU,2,2026-08-11,3415
alphacore.app,,,,,,,0,2026-08-11,3415
securely.ai,Securely Holding BV,1-10,"CYBERSECURITY:0.99, SAAS:0.92",Eindhoven,NB,NL,1,2026-08-11,3415
betterproposals.io,,,,,,,0,2026-08-11,3415
screensandblindsapp.com,,,,,,,0,2026-08-11,3415
contentular.io,,,,,,,0,2026-08-11,3415
zunoy.com,Zunoy,1-10,"CYBERSECURITY:0.68, SAAS:0.99",JP Nagar VIII phase,KA,IN,1,2026-08-11,3415
krut.ai,,,,,,,0,2026-08-11,3415
infinitwizard.io,,,,,,,0,2026-08-11,3415
patchkit.net,PatchKit,11-50,"GAMING_AND_ESPORTS:0.88, SAAS:0.95",Wrocław,02,PL,3,2026-08-11,3415
nimvio.com,,,,,,,0,2026-08-11,3415
urtechcity.com,,,,,,,0,2026-08-11,3415
document360.com,,,,,,,0,2026-08-11,3415
tosend.com,,,,,,,0,2026-08-11,3415
pager.ai,,,,,,,0,2026-08-11,3415
fiscal.ai,Fiscal,11-50,"BIG_DATA_AND_ANALYTICS:0.83, FINANCIAL_SERVICES:0.7, SAAS:0.86",Logos,ON,NG,3,2026-08-11,3415
workinsync.io,,,,,,,0,2026-08-11,3415
finthesis.io,Finthesis,11-50,"ACCOUNTING:0.64, SAAS:0.98",Lyon,ARA,FR,2,2026-08-11,3415
profitaa.com,,,,,,,0,2026-08-11,3415
hubblerapp.com,,,,,,,0,2026-08-11,3415
heyvalue.com,,,,,,,0,2026-08-11,3415
toughcommerce.com,Tough Commerce,11-50,"CONSTRUCTION:0.99, SAAS:0.93",Toronto,ON,CA,3,2026-08-11,3415
burnedhosting.com,,,,,,,0,2026-08-11,3415
pyxcloud.io,,,,,,,0,2026-08-11,3415
hubits.io,,,,,,,0,2026-08-11,3415
kitesuite.com,KiteSuite,1-10,SAAS:0.99,Chandigarh Sector 56,,IN,1,2026-08-11,3415
bldrmate.com,,,,,,,0,2026-08-11,3415
licensespring.com,,,,,,,0,2026-08-11,3415
meteroid.com,Meteroid,1-10,SAAS:0.98,Lille,HDF,FR,2,2026-08-11,3415
babic.io,,,,,,,0,2026-08-11,3415
blocworx.com,Blocworx,1-10,SAAS:0.98,Limerick,CO. LIMERICK,IE,2,2026-08-11,3415
reachoutsuite.com,,,,,,,0,2026-08-11,3415
1ww.com,,,,,,,0,2026-08-11,3415
checkio.co.uk,,,,,,,0,2026-08-11,3415
sanchiapp.com,,,,,,,0,2026-08-11,3415
leadboosterpro.io,Lead Booster Pro,1-10,SAAS:0.94,Bayreuth,BY,DE,1,2026-08-11,3415
productroad.com,,,,,,,0,2026-08-11,3415
iprosuite.com,iPro Suite,1-10,"CONSTRUCTION:0.99, SAAS:0.92",,ENG,GB,1,2026-08-11,3415
startmybusiness.com,,,,,,,0,2026-08-11,3415
productfruits.com,Product Fruits,11-50,SAAS:0.98,Praha 5-Radlice,52,CZ,2,2026-08-11,3415
cloudbalance.in,,,,,,,0,2026-08-11,3415
buildd.in,Buildd,1-10,"FINANCIAL_SERVICES:0.94, SAAS:0.94",,19,US,1,2026-08-11,3415
imagine.bo,,,,,,,0,2026-08-11,3415
chatterkb.com,ChatterKB,1-10,SAAS:0.98,,NJ,US,1,2026-08-11,3415
interviewhr.com,Interview HR,11-50,"HUMAN_RESOURCES:0.97, SAAS:0.97",London,ENG,GB,2,2026-08-11,3415
icoms.com,,,,,,,0,2026-08-11,3415
webs-pro.com,,,,,,,0,2026-08-11,3415
smartmydata.com,SmartMyData,1-10,SAAS:0.96,Nantes,PDL,FR,1,2026-08-11,3415
apibanking.com,API Banking,11-50,"FINANCIAL_SERVICES:0.88, SAAS:0.79",,MH,US,2,2026-08-11,3415
fume.app,,,,,,,0,2026-08-11,3415
reviso.com,,,,,,,0,2026-08-11,3415
reportportal.io,,,,,,,0,2026-08-11,3415
smplify.com,,,,,,,0,2026-08-11,3415
affordableprintservices.com,,,,,,,0,2026-08-11,3415
designair.io,Designair,1-10,SAAS:0.8,Nürnberg,BY,DE,1,2026-08-11,3415
alpine.inc,Alpine,1-10,SAAS:0.99,,NY,US,1,2026-08-11,3415
mimic.fi,Mimic,11-50,"BLOCKCHAIN_AND_CRYPTOCURRENCY:0.98, SAAS:0.59",Solana,,FI,1,2026-08-11,3415
metavaro.com,,,,,,,0,2026-08-11,3415
objitec.com,Objitec,1-10,"SAAS:0.91, SOFTWARE:0.66",York,ENG,GB,2,2026-08-11,3415
hirelist.ai,HireList,11-50,"HUMAN_RESOURCES:0.99, SAAS:0.97",Newark,TN,US,2,2026-08-11,3415
axio-cms.com,,,,,,,0,2026-08-11,3415
gitscrum.com,GitScrum,1-10,SAAS:0.95,Lisbon,11,PT,1,2026-08-11,3415
asksolo.ai,,,,,,,0,2026-08-11,3415
basebranch.io,,,,,,,0,2026-08-11,3415
orgx.app,,,,,,,0,2026-08-11,3415
gorollout.com,,,,,,,0,2026-08-11,3415
wemob.io,,,,,,,0,2026-08-11,3415
openregister.de,OpenRegister,1-10,"BIG_DATA_AND_ANALYTICS:0.99, SAAS:0.89",Berlin,BE,DE,1,2026-08-11,3415
fluid.work,,,,,,,0,2026-08-11,3415
hyperhire.com,,,,,,,0,2026-08-11,3415
field39.com,,,,,,,0,2026-08-11,3415
biznisbox.com,,,,,,,0,2026-08-11,3415
speedrun.ci,,,,,,,0,2026-08-11,3415
inicontent.com,,,,,,,0,2026-08-11,3415
ayon.app,,,,,,,0,2026-08-11,3415
clickhome.com.au,ClickHome,11-50,"CONSTRUCTION:0.98, SAAS:0.94, SOFTWARE:0.86",Melbourne,WA,AU,2,2026-08-11,3415
8090.ai,8090 Solutions,11-50,"HEALTHCARE:0.71, SAAS:0.92",,ON,US,1,2026-08-11,3415
riskmanagementform.com,,,,,,,0,2026-08-11,3415
bimbox.ai,,,,,,,0,2026-08-11,3415
bluebanc.com,BlueBanc,11-50,"FINANCIAL_SERVICES:0.96, SAAS:0.83",Patriot,CA,AU,1,2026-08-11,3415
mydigilearn.id,myDigiLearn,11-50,"EDUCATION:0.67, HUMAN_RESOURCES:0.53, SAAS:0.95",Bojongloa,JB,"ID",1,2026-08-11,3415
fintasker.com,,,,,,,0,2026-08-11,3415
modulify.ai,,,,,,,0,2026-08-11,3415
aiplanet.com,,,,,,,0,2026-08-11,3415
startleftsecurity.com,,,,,,,0,2026-08-11,3415
productlane.com,Productlane,1-10,SAAS:0.98,München,BY,DE,3,2026-08-11,3415
clickmvp.com,,,,,,,0,2026-08-11,3415
jestor.com,Jestor,11-50,SAAS:0.99,Wilmington,CA,US,1,2026-08-11,3415
thoughtbump.com,Thoughtbump,1-10,SAAS:0.94,Aurora,CO,BR,1,2026-08-11,3415
openserv.ai,OpenServ,11-50,"SAAS:0.83, SOFTWARE:0.54",Runs,BE,CA,3,2026-08-11,3415
leverage4data.com,,,,,,,0,2026-08-11,3415
springcast.io,Springcast,11-50,SAAS:0.97,Amsterdam,NH,NL,2,2026-08-11,3415
survey-flow.com,,,,,,,0,2026-08-11,3415
subscribepro.com,Subscription Pro,11-50,SAAS:0.98,Baltimore,MD,US,1,2026-08-11,3415
scrapestack.com,,,,,,,0,2026-08-11,3415
salesunbox.com,,,,,,,0,2026-08-11,3415
connectedapps.com,,,,,,,0,2026-08-11,3415
makeitsaas.com,,,,,,,0,2026-08-11,3415
flippingkoin.com,,,,,,,0,2026-08-11,3415
notealy.com,,,,,,,0,2026-08-11,3415
appanzee.com,,,,,,,0,2026-08-11,3415
tipulitech.com,,,,,,,0,2026-08-11,3415
cyberbuddies.com,,,,,,,0,2026-08-11,3415
nordlayer.com,,,,,,,0,2026-08-11,3415
velory.com,Velory,11-50,SAAS:0.99,Stockholm,AB,SE,3,2026-08-11,3415
terracipher.com,TerraCipher Pty,1-10,SAAS:0.95,Brisbane,QLD,AU,1,2026-08-11,3415
project.co,,,,,,,0,2026-08-11,3415
productm8.io,,,,,,,0,2026-08-11,3415
marvelapp.com,,,,,,,0,2026-08-11,3415
calchat.app,,,,,,,0,2026-08-11,3415
getdaabo.com,,,,,,,0,2026-08-11,3415
aiotbapp.com,,,,,,,0,2026-08-11,3415
cloudemailverification.com,,,,,,,0,2026-08-11,3415
usebasin.com,,,,,,,0,2026-08-11,3415
glidenow.com,,,,,,,0,2026-08-11,3415
greenmormail.com,,,,,,,0,2026-08-11,3415
notionapps.com,,,,,,,0,2026-08-11,3415
hindustanvyapar.com,Hindustan Vyapar,1-10,"SAAS:0.99, SUPPLY_CHAIN_AND_PROCUREMENT:0.79",Noida H.O,DL,IN,1,2026-08-11,3415
idup.com,,,,,,,0,2026-08-11,3415
buildbuild.io,buildbuild Sàrl,1-10,"CONSTRUCTION:0.95, SAAS:0.97",Luxembourg,LU,LU,1,2026-08-11,3415
coachiq.io,CoachIQ,11-50,"SAAS:0.98, SPORTS_AND_RECREATION:0.95",Davis,CA,US,3,2026-08-11,3415
webapp.io,,,,,,,0,2026-08-11,3415
smartsignal.co,,,,,,,0,2026-08-11,3415
visualsitemaps.com,Visual Sitemaps,1-10,SAAS:0.99,New York,NY,US,1,2026-08-11,3415
aisle.sh,,,,,,,0,2026-08-11,3415
homesimp.ly,,,,,,,0,2026-08-11,3415
mrjobs.co,,,,,,,0,2026-08-11,3415
performalise.com,Performalise,1-10,"BIG_DATA_AND_ANALYTICS:0.51, SAAS:0.99",,ENG,GB,1,2026-08-11,3415
codetogether.com,CodeTogether,11-50,"BIG_DATA_AND_ANALYTICS:0.87, SAAS:0.97, SOFTWARE:0.6",,RS,BR,2,2026-08-11,3415
kanban.plus,,,,,,,0,2026-08-11,3415
qardapi.com,Qard API,1-10,"BIG_DATA_AND_ANALYTICS:0.73, FINANCIAL_SERVICES:0.84, SAAS:0.96",Paris,IDF,FR,3,2026-08-11,3415
recruspace.com,Recruspace,1-10,"HUMAN_RESOURCES:0.98, SAAS:0.99",Newark,DE,US,1,2026-08-11,3415
arekiv.com,,,,,,,0,2026-08-11,3415
appspotr.com,,,,,,,0,2026-08-11,3415
servicesmon.com,,,,,,,0,2026-08-11,3415
wrybe.com,,,,,,,0,2026-08-11,3415
jobmojito.com,,,,,,,0,2026-08-11,3415
adminmate.io,,,,,,,0,2026-08-11,3415
iconic.cx,,,,,,,0,2026-08-11,3415
mortemai.com,,,,,,,0,2026-08-11,3415
finto.io,,,,,,,0,2026-08-11,3415
openproject.org,OpenProject,11-50,"SAAS:0.84, SOFTWARE:0.99",Berlin,BE,DE,3,2026-08-11,3415
fieldmagic.co,Fieldmagic,1-10,SAAS:0.98,Belmont,TAS,AU,1,2026-08-11,3415
rows.com,Rows,11-50,"BIG_DATA_AND_ANALYTICS:0.88, SAAS:0.94",Berlin,BE,DE,2,2026-08-11,3415
repocloud.io,,,,,,,0,2026-08-11,3415
georanker.com,,,,,,,0,2026-08-11,3415
telemetrydeck.com,TelemetryDeck,1-10,"BIG_DATA_AND_ANALYTICS:0.89, SAAS:0.97",Berlin,BY,DE,1,2026-08-11,3415
homerunpresales.com,Homerun,1-10,SAAS:0.97,Martin,OR,SK,3,2026-08-11,3415
heresafe.com,Heresafe,11-50,SAAS:0.99,Barnsley,ENG,GB,3,2026-08-11,3415
claritel.ai,,,,,,,0,2026-08-11,3415
leadsrush.io,,,,,,,0,2026-08-11,3415
payflows.io,Payflows,11-50,"ACCOUNTING:0.69, SAAS:0.99",Paris,IDF,FR,3,2026-08-11,3415
totatech.com,,,,,,,0,2026-08-11,3415
manorfy.com,,,,,,,0,2026-08-11,3415
shareabiz.com,,,,,,,0,2026-08-11,3415
mostqi.com,,,,,,,0,2026-08-11,3415
teamflow.com,TeamFlow,1-10,SAAS:0.99,Atlanta,TX,US,2,2026-08-11,3415
fintech360.com,,,,,,,0,2026-08-11,3415
serverpilot.io,,,,,,,0,2026-08-11,3415
beamdin.com,,,,,,,0,2026-08-11,3415
fetchhive.com,Fetch Hive,1-10,SAAS:0.99,London,ENG,CA,1,2026-08-11,3415
companycomply.com,,,,,,,0,2026-08-11,3415
gbuilder.com,GBuilder,11-50,"CONSTRUCTION:0.72, REAL_ESTATE:0.96, SAAS:0.95",Helsinki,AB,FI,2,2026-08-11,3415
galini.tech,Galini Tech,1-10,SAAS:0.98,Vught,NB,NL,1,2026-08-11,3415
perse.io,Perse Technology,11-50,"SAAS:0.89, BIG_DATA_AND_ANALYTICS:0.76, REAL_ESTATE:0.63",London,ENG,GB,3,2026-08-11,3415
ezuptime.com,,,,,,,0,2026-08-11,3415
pipeline-solutions.co,Pipeline Solutions,1-10,"SAAS:0.96, SPORTS_AND_RECREATION:0.9",Toronto,VA,CA,3,2026-08-11,3415
myeship.co,,,,,,,0,2026-08-11,3415
callr.com,Callr,1-10,SAAS:0.96,Paris,NY,FR,2,2026-08-11,3415
buzooka.in,,,,,,,0,2026-08-11,3415
callswitchone.com,,,,,,,0,2026-08-11,3415
getnoan.com,NOAN,11-50,SAAS:0.99,Kingston,WA,JM,3,2026-08-11,3415
pdf-app.net,,,,,,,0,2026-08-11,3415
forklaunch.com,,,,,,,0,2026-08-11,3415
uptimeeagle.com,,,,,,,0,2026-08-11,3415
rubberduck.io,,,,,,,0,2026-08-11,3415
propertycampaign.net,,,,,,,0,2026-08-11,3415
payball.com,,,,,,,0,2026-08-11,3415
nestclo.com,,,,,,,0,2026-08-11,3415
chattrn.com,,,,,,,0,2026-08-11,3415
share-credentials.com,,,,,,,0,2026-08-11,3415
elev8marketinghub.com,,,,,,,0,2026-08-11,3415
qik.ai,,,,,,,0,2026-08-11,3415
cnetwork.eu,,,,,,,0,2026-08-11,3415
ragdollai.io,,,,,,,0,2026-08-11,3415
evidence.dev,Evidence Technologies,1-10,"BIG_DATA_AND_ANALYTICS:0.92, SAAS:0.97",Assurance,ON,IQ,1,2026-08-11,3415
ideaplan.io,,,,,,,0,2026-08-11,3415
throughlinecare.com,ThroughLine,11-50,"HEALTHCARE:0.51, SAAS:0.98",Auckland,AUK,NZ,3,2026-08-11,3415
asterlio.com,,,,,,,0,2026-08-11,3415
rankactive.com,,,,,,,0,2026-08-11,3415
smb-portal.com,,,,,,,0,2026-08-11,3415
plaidnox.com,,,,,,,0,2026-08-11,3415
mybusinesspal.com,,,,,,,0,2026-08-11,3415
pantherpulse.ai,PantherPulse Pte.,1-10,SAAS:0.95,Singapore,,SG,2,2026-08-11,3415
verkapp.com,,,,,,,0,2026-08-11,3415
engageiqglobal.com,,,,,,,0,2026-08-11,3415
docotto.com,,,,,,,0,2026-08-11,3415
scrivito.com,,,,,,,0,2026-08-11,3415
paytalya.com,,,,,,,0,2026-08-11,3415
ledgerbee.com,,,,,,,0,2026-08-11,3415
cadrooms.com,,,,,,,0,2026-08-11,3415
clickflux.io,,,,,,,0,2026-08-11,3415
nativelyai.com,NativelyAI,11-50,"CLOUD_COMPUTING:0.99, SAAS:0.53",Gaia,AZ,SA,3,2026-08-11,3415
flowtrack.co,,,,,,,0,2026-08-11,3415
wlodev.com,,,,,,,0,2026-08-11,3415
ysuiteapp.com,,,,,,,0,2026-08-11,3415
agenta.dev,,,,,,,0,2026-08-11,3415
opsapp.co,,,,,,,0,2026-08-11,3415
bubblegroup.com,Bubble PPM,11-50,SAAS:0.99,Hoxton,ENG,GB,3,2026-08-11,3415
inboxagents.ai,,,,,,,0,2026-08-11,3415
tomorrowthings.com,Tomorrow Things,11-50,"MANUFACTURING:0.98, SAAS:0.98",Bonn,NW,DE,1,2026-08-11,3415
linkup.so,Linkup,11-50,"BIG_DATA_AND_ANALYTICS:0.58, SAAS:0.81, SOFTWARE:0.8",Fleet,NAQ,GB,2,2026-08-11,3415
testandtagapp.com,,,,,,,0,2026-08-11,3415
closetcrm.com,,,,,,,0,2026-08-11,3415
thecognitivefactory.com,,,,,,,0,2026-08-11,3415
traqez.com,,,,,,,0,2026-08-11,3415
changeplan.co,ChangePlan,1-10,"HUMAN_RESOURCES:0.76, SAAS:0.18",Bellevue Hill,CA,AU,3,2026-08-11,3415
linkeer.io,,,,,,,0,2026-08-11,3415
featurebase.app,,,,,,,0,2026-08-11,3415
hash8.io,,,,,,,0,2026-08-11,3415
mystrengthbook.com,MyStrengthBook,1-10,"SAAS:0.97, SPORTS_AND_RECREATION:0.85",Calgary,AB,CA,2,2026-08-11,3415
everafter.ai,,,,,,,0,2026-08-11,3415
fireprotectionapp.com,,,,,,,0,2026-08-11,3415
logilica.com,Logilica,1-10,"BIG_DATA_AND_ANALYTICS:0.89, SAAS:0.99",Dawes Point,NSW,AU,1,2026-08-11,3415
onassemble.com,,,,,,,0,2026-08-11,3415
cebos.io,,,,,,,0,2026-08-11,3415
smokealarmsapp.com,,,,,,,0,2026-08-11,3415
stackguardian.io,StackGuardian,11-50,"CLOUD_COMPUTING:0.77, SAAS:0.97",Mechelen,ENG,BE,2,2026-08-11,3415
charliehr.com,Charlie OS,11-50,"HUMAN_RESOURCES:0.98, SAAS:0.98",London,ENG,GB,3,2026-08-11,3415
devguard.ch,,,,,,,0,2026-08-11,3415
validatorhq.com,,,,,,,0,2026-08-11,3415
typlog.com,,,,,,,0,2026-08-11,3415
ipresenttoyou.com,,,,,,,0,2026-08-11,3415
centrldesk.com,Centrldesk,1-10,SAAS:0.99,Ottobrunn,BY,DE,1,2026-08-11,3415
shyftbase.com,Shyftbase,1-10,"SAAS:0.96, SUPPLY_CHAIN_AND_PROCUREMENT:0.97",Calgary,ON,CA,1,2026-08-11,3415
forloop.ai,Loop Technologies AB,11-50,"BIG_DATA_AND_ANALYTICS:0.86, SAAS:0.83, SOFTWARE:0.68",Technologies,CA,CA,2,2026-08-11,3415
lnk.vin,,,,,,,0,2026-08-11,3415
subhq.ai,,,,,,,0,2026-08-11,3415
architag.com.au,Architag,1-10,SAAS:0.94,Sydney,NSW,AU,2,2026-08-11,3415
tydal.app,,,,,,,0,2026-08-11,3415
reinit.in,,,,,,,0,2026-08-11,3415
heim.dev,,,,,,,0,2026-08-11,3415
surge.eu,Surge srl,11-50,"FASHION_TEXTILE_AND_APPAREL:0.89, SAAS:0.98, SUPPLY_CHAIN_AND_PROCUREMENT:0.7",Bologna,45,IT,1,2026-08-11,3415
getbraincloud.com,,,,,,,0,2026-08-11,3415
thewise.house,,,,,,,0,2026-08-11,3415
bizcompass.in,Bizcompass,11-50,"HUMAN_RESOURCES:0.9, SAAS:0.96",Vasta Devdi Road,GJ,IN,1,2026-08-11,3415
buildezi.com,,,,,,,0,2026-08-11,3415
playbookdocs.com,,,,,,,0,2026-08-11,3415
static.run,,,,,,,0,2026-08-11,3415
overseeks.com,,,,,,,0,2026-08-11,3415
getanchor.ai,Anchor,11-50,SAAS:0.99,,ON,CA,3,2026-08-11,3415
scaledynamics.com,,,,,,,0,2026-08-11,3415
urllo.com,Urllo,1-10,SAAS:1.0,Calgary,AB,CA,3,2026-08-11,3415
pilot.io,,,,,,,0,2026-08-11,3415
firstsitebuilder.com,,,,,,,0,2026-08-11,3415
learnamp.com,Learn Amp,11-50,"HUMAN_RESOURCES:0.92, SAAS:0.94",Weybridge,ENG,GB,3,2026-08-11,3415
onsite.fm,,,,,,,0,2026-08-11,3415
teamworkvision.com,,,,,,,0,2026-08-11,3415
radiant1.co,,,,,,,0,2026-08-11,3415
zeda.io,Zeda,1-10,SAAS:0.95,More,,AT,1,2026-08-11,3415
roboten.com,,,,,,,0,2026-08-11,3415
mastt.com,Mastt,11-50,"CONSTRUCTION:0.98, SAAS:0.93",Surry Hills,NSW,AU,3,2026-08-11,3415
opusflow.io,OpusFlow,11-50,"RENEWABLE_ENERGY:0.95, SAAS:0.94",Deventer,BE,NL,3,2026-08-11,3415
