Name,Input:Domain,Domain,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status
All Services Plus,allservicesplus.net,allservicesplus.net,CONSUMER_SERVICES:0.91,"B2B:0.99, B2C:0.93","commercial cleaning:0.44, vehicle book solutions:0.33, automobile professional retailing:0.3, efficient transportation:0.29, package transport:0.27, quality equipment:0.27, package transport secure:0.22, transport secure:0.21, healthy environment:0.18, free quote:0.15, step moving trust:0.15, experienced team:0.14, secure storage:0.14, step moving:0.1, time tracking:0.07","All Services Plus is a moving and cleaning service that offers secure transportation, professional vehicle cleaning, and flexible storage solutions. Their services include stress-free moving for both residential and commercial clients, ensuring efficient delivery and environmental sustainability. Customers can request free quotes and manage their moving needs through the company's online platform.","https://www.instagram.com/all_services_plus, https://www.youtube.com/@AllServicesPlus",85,1-10M,11-50,2025-06-02,1402-2201 Riverside Dr,Ottawa,ON,K1H 8K9,CA,+16138663500,"contact@all-services.ca, hello@allservicesplus.ca",,2026-06-13,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,All Services Plus,has_public,"contact@all-services.ca, hello@allservicesplus.ca",ok,skipped,contact@all-services.ca,P0,done
Allstate Movers,allstatemoversva.com,allstatemoversva.com,CONSUMER_SERVICES:0.91,"B2B:0.99, B2C:0.95","virginia moving:0.66, movers virginia:0.65, virginia movers:0.64, movers va:0.61, services virginia:0.58, fairfax movers:0.56, virginia local:0.53, state movers:0.53, virginia contact:0.53, movers arlington:0.52, offers virginia:0.51, moving services:0.5, local movers:0.5, residential moving:0.48, md moving:0.47","Allstate Movers is a moving company based in Northern Virginia that offers residential and commercial moving services. Their main functionality includes packing, unpacking, and transporting items such as furniture, appliances, and art. Key features include personalized moving plans tailored to client needs, professional packing services, and the ability to provide storage options like pool table furniture. The company emphasizes customer satisfaction and aims to minimize hassles during the moving process.","https://twitter.com/allstate, https://www.yelp.com/biz/allstate-movers-manassas",174,1-10M,11-50,2018-06-14,,Manassas,VA,,US,+17032548777,info@allstatemoversva.com,,2026-06-06,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Allstate Movers,has_public,info@allstatemoversva.com,ok,skipped,info@allstatemoversva.com,P0,done
All United Moving & Storage,allunitedmovingusa.com,allunitedmovingusa.com,CONSUMER_SERVICES:1.0,"B2B:0.92, B2C:0.82","moving service:0.55, moving services:0.52, united moving:0.51, moving storage:0.49, moving employees:0.43, relocating office:0.42, home moving:0.42, moving daunting:0.42, trusted relocation:0.41, messages wireless:0.39, providing phone:0.39, storage send:0.38, zip code:0.37, number rooms:0.31, info allunitedmovingusa:0.31","Annie Taillon Professional Corporation offers accounting and advisory services for individuals and businesses in Ontario. Their main functionalities include corporate and personal tax planning, payroll management, and financial analysis, along with personalized support tailored to individual and business needs. The company focuses on providing transparent service, helping clients simplify their finances and manage their financial challenges effectively. They also offer specialized advisory services in areas like taxation, bookkeeping, and business growth strategies.",,75,1-10M,11-50,2024-02-27,3015 N Ocean Blvd,Fort Lauderdale,FL,33308,US,+18882118924,info@allunitedmovingusa.com,,2026-06-14,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,All United Moving & Storage,has_public,info@allunitedmovingusa.com,ok,skipped,info@allunitedmovingusa.com,P0,done
Amazing Movers,amazing-movers.com,amazing-movers.com,CONSUMER_SERVICES:0.89,"B2B:0.97, B2C:0.92","complete moving service:0.43, free moving request:0.39, traditional moving:0.33, moving date:0.29, scotch tape stairs:0.28, new location:0.25, storage shed:0.23, patio furniture:0.19, unlimited surround wrap:0.17, great care:0.16, big standard company:0.16, proper equipment:0.11, waiting time:0.05, robot recaptcha:0.01, strenuous task:0.0","Amazing Movers is a moving company based in San Francisco that offers a range of services for both residential and commercial moves. They provide specialized moving consulting, packing, transportation, and storage solutions, including furniture disassembly and storage. Customers can choose from various move sizes, such as studio, two-bedroom, or large units, and benefit from features like free shipping on orders over $100, same-day service for drop-off at select locations. The company emphasizes customer satisfaction and aims to simplify the moving process for clients.",,83,1-10M,11-50,2020-04-16,36 Harold Ave,Santa Clara,CA,95050,US,,info@amazing-movers.com,,2026-06-08,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Amazing Movers,has_public,info@amazing-movers.com,ok,skipped,info@amazing-movers.com,P0,done
A-Anytime Movers,anytimemovers.com,anytimemovers.com,CONSUMER_SERVICES:0.89,B2C:0.96,"cost movers:0.64, costs moves:0.52, dc movers:0.51, movers washington:0.5, movers service:0.49, hiring movers:0.49, movers available:0.49, anytime movers:0.45, deciding moving:0.43, home moving:0.43, fee reasonable:0.42, affordable pricing:0.41, dc home:0.4, apartment typical:0.35, unloading rental:0.34","A-Anytime Movers is a full-service moving company based in Washington, DC, specializing in various types of moves including residential, commercial, and same-building moves. The service offers transparent pricing, experienced movers who prioritize customer satisfaction, and assistance with packing, shipping, and storage needs. Key features include early arrival for move day, professional packing and loading services, and the ability to handle items like furniture and furniture safely. A-Any time Movers has been operating since 1989 and serves over 1,000 homes annually.",https://www.yelp.com/biz/a-anytime-movers-washington-3,110,1-10M,11-50,2021-10-14,2205 14Th Street Nw,Washington,DC,20009,US,"+12024839109, +12028320025","info@anytimemoversdc.com, info@anytimemovers.com",,2026-06-03,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,A-Anytime Movers,has_public,"info@anytimemoversdc.com, info@anytimemovers.com",catch_all,deliverable,info@anytimemoversdc.com,P0,done
Arrow Moving Solutions,arrowmovingsolutions.com,arrowmovingsolutions.com,CONSUMER_SERVICES:1.0,"B2B:0.5, B2C:0.96","residential moving:0.57, moving services:0.52, affordable movers:0.5, storage facilities:0.5, storage services:0.49, free storage:0.48, moving town:0.47, provides residential:0.46, moved apartment:0.45, apartment select:0.44, relocation specialists:0.44, moving address:0.42, services offer:0.4, local long:0.39, distance pages:0.35","Arrow Moving Solutions provides local and long-distance moving services across the United States and Canada. Their main functionality includes scheduling movers, managing logistics, and offering flexible storage solutions for both short-term and long/long-distance moves. They utilize a fleet of customized trucks and provide free storage options with every move, along with a commitment to customer satisfaction through trained and professional movers. Customers can easily obtain quotes, schedule pickups, and receive assistance throughout the moving process.",,82,1-10M,11-50,2020-08-11,3000 Stirling Road,Hollywood,FL,33312,US,+18889827769,info@arrowmovingsolutions.com,,2026-06-12,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Arrow Moving Solutions,has_public,info@arrowmovingsolutions.com,ok,skipped,info@arrowmovingsolutions.com,P0,done
Art Work FAS,artworkfas.com,artworkfas.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.63, CONSUMER_SERVICES:0.11","B2B:0.99, B2C:0.92","reliable art transportation:0.64, fine art shipping:0.63, art storage:0.53, major museum exhibition:0.42, corporate collection:0.36, crate delivery:0.31, sculpture install:0.31, shuttle service:0.28, supply chain management:0.23, expert handling:0.23, corporate relocation:0.21, ada acce:0.14, door domestic:0.12, installation design:0.1, excellent work:0.09","Art Work FAS is a company that provides transportation, storage, and installation services for fine art collections. They assist private collectors, museums, galleries, public institutions, artists, and other organizations with managing the packing, transport, and care of artwork. Key features include custom-crate shipping, residential and corporate relocation, crating and packaging options, and support services such as collection management and restoration. The company has been operating since 1992 and emphasizes professionalism and attention to detail in all aspects of art care.","https://www.linkedin.com/company/artwork-fas, https://www.facebook.com/artworkfas, https://www.instagram.com/artwork_fas",89,1-10M,11-50,2020-10-07,Po Box 20306,Portland,OR,97294,US,"+15032567648, +12067624040","info@artworkfas.com, estimates@artworkfas.com, jess@artworkfas.com, rob@artworkfas.com, samuel@artworkfas.com, sarah@artworkfas.com",,2026-06-05,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Art Work FAS,has_public,"info@artworkfas.com, estimates@artworkfas.com, jess@artworkfas.com, rob@artworkfas.com, samuel@artworkfas.com, sarah@artworkfas.com",ok,skipped,info@artworkfas.com,P0,done
Awesome Movers,awesomemovers.com,awesomemovers.com,CONSUMER_SERVICES:0.99,"B2B:0.95, B2C:0.81","movers services:0.63, relocation logistics:0.57, movers provides:0.57, movers recommend:0.57, movers san:0.56, services relocating:0.55, moving furniture:0.55, moving needs:0.53, customized moving:0.52, moving businesses:0.52, ca moving:0.52, moving supplies:0.52, diego movers:0.51, services packing:0.47, san diego:0.45","Awesome Movers is a moving company based in San Diego, CA, that offers a variety of relocation services for both residential and commercial moves. Their main functionalities include local and long-distance moves, packing, loading, and unloading, as well as furniture delivery and storage solutions. They provide free estimates before the move, utilize advanced logistics to ensure safe transport and timely arrival of belongings, and offer specialized services for offices and industrial operations. The team consists of trained movers who focus on personalized service and customer satisfaction.",,124,1-10M,11-50,2018-01-26,10635 Scripps Ranch Blvd,San Diego,CA,92131,US,+17602531300,rocky@awesomemovers.com,,2026-06-09,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Awesome Movers,has_public,rocky@awesomemovers.com,catch_all,deliverable,rocky@awesomemovers.com,P0,done
A-Zip Movers & Cartage Inc,azip.ca,azip.ca,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.94","mover ontario:0.62, moving london:0.61, ontario movers:0.6, mover london:0.59, ontario moving:0.59, movers london:0.58, moving services:0.54, moves london:0.54, residential movers:0.52, moving apartment:0.49, moving need:0.49, london ontario:0.49, local mover:0.49, moving cartage:0.48, movers cost:0.47","A-Zip Moving & Cartage is a family-owned moving service based in London, Ontario, offering residential and commercial moving solutions since 1949. They provide a variety of services including long-distance moves, specialty item moving, packing and unpacking, and general freight services for shipping across the province. A-Zip focuses on customer satisfaction and employs experienced movers who are fully insured to ensure safe handling of belongings. The company also offers competitive pricing based on the number of staff required and the type of move needed.",,83,<1M,11-50,2021-03-22,575 Industrial Rd.,London,ON,N5V 1V2,CA,+15196596672,terry@azip.ca,,2026-06-13,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,A-Zip Movers & Cartage,has_public,terry@azip.ca,ok,skipped,terry@azip.ca,P0,done
Aztec Moving,aztecmovingky.com,aztecmovingky.com,"CONSUMER_SERVICES:0.77, SUPPLY_CHAIN_AND_PROCUREMENT:0.22","B2B:0.86, B2C:0.9","moving aztec:0.56, relocating paducah:0.54, moving built:0.51, residential movers:0.5, apartments paducah:0.49, local movers:0.48, affordable moving:0.48, paducah businesses:0.48, moving logistics:0.47, paducah residents:0.46, relocation experience:0.44, moving professionals:0.44, customers relocating:0.42, moving assistance:0.41, moving students:0.41","Aztec Moving is a moving company based in Paducah, KY, offering local and long-distance moving services for both households and businesses. Their main functionality includes providing professional handling of fragile items, packing, and transporting furniture, as well as specialized services for various types of moves such as residential, office, and student relocations. Key features include customizable pricing, trained crews, and adherence to established transportation guidelines, ensuring efficient logistics and customer support throughout the move process.",,94,1-10M,11-50,2020-10-09,3121 Broadway St,Paducah,KY,42001,US,,info@aztecmovingky.com,,2026-05-29,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Aztec Moving,has_public,info@aztecmovingky.com,ok,skipped,info@aztecmovingky.com,P0,done
Bayside Delivery & Moving,baysidedelivery.com,baysidedelivery.com,"CONSUMER_SERVICES:0.53, SUPPLY_CHAIN_AND_PROCUREMENT:0.37",B2C:0.97,"hauling service staff:0.42, moving service provider:0.36, furniture relocation:0.35, quality hauling:0.29, service staff:0.28, service provider:0.25, online purchase:0.2, new web address:0.17, small household:0.17, best price:0.12, experience necessary:0.11, operation mon:0.1, testimonial reservation:0.08, fast response:0.02, use tab:0.01","Bayside Delivery and Moving Service is a transportation company that provides delivery and moving services in the San Francisco area. They offer a range of services including store deliveries, furniture relocation, storage move, online purchase pickups, dump runs, donation runs, and more. The company emphasizes efficient communication and customer service, ensuring reliable support for both corporate and individual clients. Bayside has been operating since 2014 and is fully insured and licensed for peace of mind.",,121,1-10M,11-50,2017-08-12,,Oakland,CA,,US,+15108388833,info@baysidedelivery.com,,2026-06-11,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Bayside Delivery & Moving,has_public,info@baysidedelivery.com,ok,skipped,info@baysidedelivery.com,P0,done
Bergers Moving,bergersmoving.com,bergersmoving.com,CONSUMER_SERVICES:1.0,"B2B:0.96, B2C:0.99","allentown pa:0.63, movers allentown:0.6, allentown pittsburgh:0.58, pittsburgh allentown:0.57, movers pittsburgh:0.53, movers lehigh:0.49, st allentown:0.48, south allentown:0.47, movers quakertown:0.47, allentown union:0.46, fogelsville freemansburg:0.43, lehigh parkway:0.42, movers residential:0.42, quakertown residential:0.42, walnutport wescosville:0.38","The website offers a range of online gaming and casino games, including slots, sports betting, and poker, primarily using the Togel platform. It features various gaming options such as table games, lottery games, and sports betting on events like New Year's Eve. Users can access these services through multiple platforms like Telegram and Banteng 189, allowing them to play both traditional and modern gambling experiences. The site also provides information on promotions, bonuses, and investment opportunities for its users.",,148,10-100M,11-50,2020-04-22,227 N 12Th St,Allentown,PA,18102,US,"+18887114778, +16104342899",info@bergersmoving.com,,2026-06-12,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Bergers Moving,has_public,info@bergersmoving.com,ok,skipped,info@bergersmoving.com,P0,done
Bic Moving,bicmoving.com,bicmoving.com,CONSUMER_SERVICES:1.0,"B2B:0.96, B2C:0.99","movers sunnyvale:0.62, sunnyvale atlanta:0.62, atlanta sunnyvale:0.6, downtown sunnyvale:0.58, sunnyvale ca:0.58, sunnyvale sunnyvale:0.57, sunnyvale el:0.53, sunnyvale east:0.53, sunnyvale pleasanton:0.52, scottsdale sunnyvale:0.51, company sunnyvale:0.5, movers scottsdale:0.43, residential movers:0.41, fairwood fremont:0.41, movers san:0.4","Bic Moving is a moving company based in Sunnyvale, CA, offering a variety of relocation services for residential and commercial clients. Their main functionalities include packing, unpacking, and storage solutions, with options for last-minute moves, long-distance relocations, and specialized services like white glove movers and furniture handling. Bic Moving also provides pre- and post-move assistance, ensuring a stress-free experience for customers throughout the move process. The company is certified by BBB, IAM, and ProMover, and has over 40 years of experience in the industry.",,132,10-100M,11-50,2017-09-13,570 Fall River Ter,Sunnyvale,CA,94087,US,"+16696791239, +16509690834, +18887114778",info@bicmoving.com,,2026-06-08,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Bic Moving,has_public,info@bicmoving.com,ok,skipped,info@bicmoving.com,P0,done
Billy.com,billy.com,billy.com,"ADVERTISING_AND_MARKETING:0.6, CONSUMER_SERVICES:0.22","B2B:0.71, B2C:0.83","contractors electricians:0.5, services carpenters:0.48, professional plumber:0.48, hire pros:0.48, utilities professionals:0.46, local contractors:0.46, plumbing pros:0.45, handyman services:0.44, drainage professionals:0.43, contractor bath:0.4, service hire:0.4, pros landscapers:0.37, leaking hire:0.36, kitchen upgrade:0.32, insurance guide:0.29","Billy.com is a service that connects homeowners with local contractors for various home services, including roofing, HVAC, moving, and legal support. Users can easily search for professionals based on their specific needs, such as plumbing, electrical work, insurance, and more. The platform offers free consultations to help users find the right contractor for their specific tasks and ensures efficient service through a network of trusted professionals. Additionally, Billy.com provides resources and guides for navigating personal injury cases and home improvement projects.","https://www.linkedin.com/company/billy-com, https://www.facebook.com/billycom, https://www.instagram.com/billyproservices, https://x.com/billy_com, https://www.pinterest.com/billyproservices",173,1-10M,11-50,2011-06-26,30771 Milford Rd.,New Hudson,MI,48165,US,"+13214618900, +13802412324, +16502385108, +17085490328, +17088668812, +18314613972, +18446371342, +18449011571, +18777054786, +18552245599","blog@billy.com, partners@billy.com, marketing@billy.com, contact@billy.com, support@billy.com, pr@billy.com, privacy@billy.com",,2026-06-04,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Billy.com,has_public,"blog@billy.com, partners@billy.com, marketing@billy.com, contact@billy.com, support@billy.com, pr@billy.com",ok,skipped,blog@billy.com,P0,done
