Name,Input:Domain,Domain,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status
C. Coakley Relocation Systems,ccoakley.com,ccoakley.com,"CONSUMER_SERVICES:0.68, SUPPLY_CHAIN_AND_PROCUREMENT:0.21","B2B:0.99, B2C:0.64","moving services:0.62, warehouse coakley:0.6, relocation logistics:0.59, coakley relocation:0.58, customers coakley:0.54, movers coakley:0.53, moving hospital:0.53, residential moving:0.52, warehouse logistics:0.51, services residential:0.5, warehousing services:0.5, moving industry:0.49, moving storage:0.48, quality moving:0.46, van lines:0.35","C. Coakley Relocation Systems offers moving and storage services for both residential and commercial clients, including hospitals, libraries, and office relocations. Their main functionality includes packing, transporting, and storing household goods and important documents in secure facilities across southern Wisconsin. Key features include a team of experienced movers, specialized storage solutions like self-service kiosks and self-heated warehouses, and comprehensive logistics support to facilitate the relocation process.","https://www.linkedin.com/company/c-coakley-relocation-systems, https://facebook.com/c-coakley-relocation-systems-10150134621525468, https://www.instagram.com/arpinvanlines/?hl=en, https://www.instagram.com/bekinsvanlines",104,1-10M,11-50,2018-05-03,5325 W Rogers St,West Allis,WI,53219,US,"+14142724040, +14142724044","jhannus@ccoakley.com, mtranchita@ccoakley.com, bwendel@ccoakley.com, info@ccoakley.com, bisnard@ccoakley.com, ccoakley@ccoakley.com, jfessler@ccoakley.com",,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,C. Coakley Relocation Systems,has_public,"jhannus@ccoakley.com, mtranchita@ccoakley.com, bwendel@ccoakley.com, info@ccoakley.com, bisnard@ccoakley.com, ccoakley@ccoakley.com, jfessler@ccoakley.com",ok,skipped,jhannus@ccoakley.com,P0,done
Anchor Moving & Storage,movewithanchor.com,movewithanchor.com,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.92","nj movers:0.6, warehousemen mover:0.59, moving services:0.57, nj moving:0.56, excellence movers:0.54, movers license:0.54, mover international:0.52, mover association:0.52, movers 800:0.51, moving storage:0.51, local mover:0.5, relocation specializing:0.49, moving company:0.48, rated moving:0.46, residential moves:0.46","Anchor Moving & Storage is a moving company based in New Jersey that offers residential and commercial relocation services. They provide local, long-distance, and international moving services for both small and large moves. The company emphasizes customer service, has received over 200 positive reviews, and is recognized for its commitment to quality moves at fair prices, with multiple awards for employee training and community involvement.","https://www.linkedin.com/company/2801443, https://www.linkedin.com/company/anchor-moving-&-storage, https://www.facebook.com/anchormovingandstorage, https://www.instagram.com/anchormoving, https://www.twitter.com/anchormoving, https://www.youtube.com/channel/UCjgkYsnIoKk3eYXUG7My8CQ",85,1-10M,11-50,2016-10-04,8295 National Highway,Pennsauken Township,NJ,08110,US,"+18002920026, +12152423980",info@movewithanchor.com,,2026-06-07,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Anchor Moving & Storage,has_public,info@movewithanchor.com,ok,skipped,info@movewithanchor.com,P0,done
Mustang Moving,mustang-moving.com,mustang-moving.com,CONSUMER_SERVICES:0.88,"B2B:0.99, B2C:0.91","rental truck:0.47, door fuel surcharge:0.32, local furniture:0.31, distance packing:0.3, transparent pricing:0.23, door pro:0.22, right equipment:0.21, time guarantee:0.18, minimum charge:0.17, average crew tenure:0.17, gun safe:0.14, instant quote:0.13, surprise add:0.06, peak season:0.04, pool table:0.01","Must Mustang Moving is a moving company based in Dallas that offers residential, long-distance, and specialized moving services. They provide transparent pricing with no hidden fees, including fuel surcharges and furniture blankets, and include all necessary equipment like trucks and protective gear. The company emphasizes customer service, licensed and insured professionals, and guarantees on move dates and refunds for lost items or cancellations. Customers can request an honest quote in 60 seconds and benefit from a show-up guarantee and background-checked crew members.","https://www.facebook.com/mustangmoving/?fref=ts, https://www.instagram.com/mustang_moving, https://www.yelp.com/biz/mustang-moving-farmers-branch",88,1-10M,11-50,2023-08-21,13725 Omega Rd,Farmers Branch,TX,75244,US,+12145860088,support@mustang-moving.com,,2026-06-08,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Mustang Moving,has_public,support@mustang-moving.com,catch_all,deliverable,support@mustang-moving.com,P0,done
Piece by Piece Movers LLC,piecebypiecemovers.com,piecebypiecemovers.com,CONSUMER_SERVICES:0.99,"B2B:0.97, B2C:0.98","residential moving:0.54, moving apartment:0.53, moving storage:0.5, apartment moves:0.5, movers llc:0.49, moving companies:0.46, storage company:0.45, moving services:0.43, commercial moving:0.43, apartments commercial:0.42, reputable moving:0.42, greater boston:0.42, services residential:0.39, packing services:0.37, careers large:0.28","Piece by Piece Movers LLC is a moving company based in Greater Boston that offers residential and commercial moving services, including apartment moves, packing, and storage solutions. They provide free estimates, ensuring accurate pricing for moving needs, and prioritize customer satisfaction with a money-back satisfaction guarantee. The company employs skilled movers who prioritize quality service and respect for clients' belongings while handling various move-related issues.","https://www.linkedin.com/company/piece-by-piece-movers-llc, https://www.facebook.com/pbpmovers, https://www.instagram.com/pbpmovers, https://twitter.com/pbpmovers, https://www.youtube.com/channel/UCME3h8kmq95Fgrqi0zFZFAQ, https://www.pinterest.com/pbpmovers, https://www.yelp.com/biz/piece-by-piece-movers-west-newton-2",251,1-10M,11-50,2017-04-01,210 Blueberry Hill Road,Woburn,MA,01801,US,+16175159886,sales@pbpmovers.com,,2026-06-05,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Piece by Piece Movers,has_public,sales@pbpmovers.com,ok,skipped,sales@pbpmovers.com,P0,done
Royal Alaskan Movers,royalalaskanmovers.com,royalalaskanmovers.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.55, CONSUMER_SERVICES:0.45","B2B:0.95, B2C:0.91","alaska relocating:0.66, relocation alaska:0.64, moving alaska:0.63, alaska moving:0.61, industrial alaska:0.6, alaska mover:0.59, companies anchorage:0.58, alaskan movers:0.57, anchorage based:0.56, moved alaska:0.56, alaska military:0.52, alaska links:0.51, trucking services:0.48, households alaska:0.47, say dewitt:0.36","Royal Alaskan Movers is a moving company based in Anchorage, Alaska, specializing in residential and corporate relocation services. They offer a range of services including local moves, remote logistics, storage solutions, and freight forwarding for both the U.S. and international clients. Their trained teams provide personalized packing assistance, ensuring safe handling of belongings, and they also offer specialized services for military and senior relocations. The company emphasizes reliability and customer satisfaction throughout the move process.","https://www.linkedin.com/company/royal-alaskan-movers-llc, https://www.facebook.com/royalalaskan, https://www.instagram.com/royalalaskanmovers, https://www.yelp.com/biz/royal-alaskan-movers-anchorage",137,1-10M,11-50,2020-01-17,9089 Clairemont Mesa Blvd.,San Diego,CA,92123,US,"+19078684756, +19073121355, +19078684813, +18662627870","privacy@royalalaskanmovers.com, info@royalalaskanmovers.com",,2026-06-08,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Royal Alaskan Movers,has_public,info@royalalaskanmovers.com,catch_all,deliverable,info@royalalaskanmovers.com,P0,done
"Clancy-Cullen Moving & Storage Company, Inc.",clancy-cullen.com,clancy-cullen.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.84,B2B:0.89,"office moving today:0.43, payment clancy:0.31, moving today:0.28, people project management:0.2, authorized agent:0.14, people project:0.12, registered trademark:0.09, united logo:0.01","Clancy-Cullen Moving & Storage is a moving and storage service based in New York City. They specialize in office relocations, library relocation, and specialized services such as hospital and laboratory warehousing. The company offers project management and aims to handle unique moving challenges for various projects, ensuring efficient handling of belongings like computers and furniture.","https://www.linkedin.com/company/clancy-cullen-moving-&-storage, https://www.facebook.com/clancycullennyc, https://twitter.com/http://www.twitter.com/nycisclancy, https://www.twitter.com/nycisclancy",103,1-10M,11-50,2018-05-16,44-A High Street,West Nyack,NY,10994,US,+17188283000,info@clancy-cullen.com,,2026-06-06,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Clancy-Cullen Moving & Storage,has_public,info@clancy-cullen.com,catch_all,deliverable,info@clancy-cullen.com,P0,done
"Custom Movers Services, Inc.",custommoversservices.com,custommoversservices.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.99,B2B:0.93,"movers services:0.6, services moving:0.54, business service:0.52, services home:0.49, customer contractor:0.48, service extended:0.48, service shipment:0.45, services overview:0.45, service 24:0.45, performance servicing:0.44, maid service:0.44, service time:0.44, freight forwarders:0.41, mile logistics:0.39, orders invoices:0.38","Custom Movers Services (CMS) is a third-party moving company that offers a range of services including furniture, appliances, and recreational items. Their main functionality includes managing online orders, tracking work orders, and providing 24/7 emergency assistance for customers across North America. CMS serves over 1,500 movers and relocation management companies, ensuring reliable service and support throughout the moving process.","https://www.linkedin.com/company/custom-movers-services, https://www.facebook.com/custommoversservices, https://www.facebook.com/pages/cms-sales-team/113213992082062, https://twitter.com/cmssalesteam",142,1-10M,11-50,2012-03-27,3290 Kent Road,Stow,OH,44224,US,"+18005146927, +12023824357, +13305640507, +13305640511",orders@custommoversservices.com,,2026-06-07,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Custom Movers Services,has_public,orders@custommoversservices.com,ok,skipped,orders@custommoversservices.com,P0,done
Innovative Moving Systems,innovativemoving.com,innovativemoving.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.85, CONSUMER_SERVICES:0.1","B2B:0.92, B2G:0.97","moving services:0.67, services moving:0.63, moving industry:0.57, moving organization:0.57, equipment relocation:0.54, services warehousing:0.53, customers relocation:0.5, office moving:0.5, relocation furniture:0.49, mover consultant:0.47, warehousing equipment:0.45, unskilled services:0.45, rigging services:0.45, warehouses centers:0.44, specialty services:0.43","Innovative Moving Systems (OMS) offers a range of moving services for office and commercial organizations in New Mexico, Southern Colorado, West Texas, and Eastern Arizona. Their main functionalities include furniture installation, industrial relocation, warehousing, and IT equipment relocation. IMS employs skilled installers who specialize in various sectors such as education, healthcare, government, and hospitality, providing personalized moving solutions tailored to the specific needs of each client. The company emphasizes professionalism, attention to detail, and innovative systems to enhance the moving experience.","https://www.linkedin.com/company/innovative-moving-systems-inc-, https://www.facebook.com/innovativemovingsystems, https://www.facebook.com/innovativemovingsystems?ref=br_tf, https://twitter.com/https://twitter.com/inmovingsystems, https://twitter.com/inmovingsystems, https://x.com/inmovingsystems",175,1-10M,11-50,2018-09-06,7500 Get A Quote,Albuquerque,NM,87121,US,+15055031352,bmoss@innovativemoving.com,,2026-05-31,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Innovative Moving Systems,has_public,bmoss@innovativemoving.com,ok,skipped,bmoss@innovativemoving.com,P0,done
R & R Logistics,rnrlogistics.com,rnrlogistics.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.915, CONSUMER_SERVICES:0.016",,"vehicle delivery:0.6652, rnr logistics:0.6582, hauling rnr:0.6293, vehicle transportation:0.6274, car shipping:0.6271, logistics auto:0.5981, vehicle relocation:0.5856, transportation company:0.574, rvs:0.5582, auto transport:0.558, motorcycle transport:0.5561, delivery dealer:0.555, shipping services:0.5492, car services:0.5369, transport quote:0.5247",,,0,,11-50,2019-09-14,,Glendale,CA,,US,,info@rnrlogistics.com,,2026-06-07,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,R & R Logistics,has_public,info@rnrlogistics.com,ok,skipped,info@rnrlogistics.com,P0,done
ZeroMax Moving and Storage,zeromaxmoving.com,zeromaxmoving.com,CONSUMER_SERVICES:0.88,"B2B:0.96, B2C:0.91","movers nyc:0.63, moving nyc:0.62, nyc movers:0.62, relocating nyc:0.61, nyc moving:0.61, brooklyn moving:0.54, moving service:0.54, movers help:0.53, apartment moving:0.52, movers zeromax:0.51, moving office:0.51, storage nyc:0.51, services nyc:0.5, brooklyn residential:0.5, sales zeromaxmoving:0.44","ZeroMax Moving is a moving service that offers residential, office, and commercial relocation in New York City. They provide a range of services including local moving, long-distance moves, same-day moving, and storage solutions. Their flat fee pricing system ensures no hidden fees, and they offer specialized services for apartment relocations and fine art moving. The company operates multiple locations across the five boroughs of NYC and emphasizes customer support and transparent communication throughout the moving process.","https://www.linkedin.com/company/zeromaxmoving, https://www.facebook.com/zeromaxmovingnyc, https://www.instagram.com/zeromax_moving, https://www.youtube.com/@zeromax_moving, https://www.yelp.com/biz/zeromax-moving-and-storage-brooklyn-2",125,1-10M,11-50,2021-07-16,183 King St,Brooklyn,NY,11231,US,"+19292956262, +18884932503","sales@zeromaxmoving.com, info@zeromaxmoving.com, support@zeromaxmoving.com",,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,ZeroMax Moving and Storage,has_public,"sales@zeromaxmoving.com, info@zeromaxmoving.com, support@zeromaxmoving.com",ok,skipped,sales@zeromaxmoving.com,P0,done
Mabey's Moving and Storage,mabeys.com,mabeys.com,"CONSUMER_SERVICES:0.94, SUPPLY_CHAIN_AND_PROCUREMENT:0.05","B2B:0.96, B2C:0.96","storage mabey:0.56, malta storage:0.52, storage malta:0.52, mabey services:0.49, storage services:0.47, moving storage:0.47, storage offers:0.43, moving pets:0.43, storage locations:0.42, moving services:0.42, rensselaer storage:0.41, mabey moving:0.4, storage contact:0.4, storage north:0.4, keeping furry:0.36","Mabey's Moving and Storage is a family-owned business that provides moving, self-storage, mobile storage, record storage, and junk removal services. They offer a range of solutions for both residential and commercial clients, including climate-controlled storage options, secure shredding, and professional moving assistance. Customers can request free quotes for their moving needs through the website, which also features information on weather conditions and packing tips.","https://www.linkedin.com/company/mabey's-moving-&-storage-inc-, https://www.linkedin.com/company/mabeys-self-storage, https://www.facebook.com/mabeys, https://www.instagram.com/mabeysmovingstorage, https://twitter.com/mabeysmoving, https://www.youtube.com/channel/UC7wChXpRD9L_rOgk0aTfbcQ",2,1-10M,11-50,2026-01-16,515 3Rd Ave. Extension,Rensselaer,NY,12144,US,"+15182830017, +15182494762, +15182792718, +15182883809, +15183710500, +15183715985, +15187857200, +15188690067, +15188998089",info@mabeys.com,,2026-05-24,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Mabey's Moving and Storage,has_public,info@mabeys.com,ok,skipped,info@mabeys.com,P0,done
